CONTROLE;CODIGO_CEST;NCM_SH;DESCRICAO;GRUPO;DESCRICAO_GRUPO;NCM
613;17.105.01;1701.1;Açúcar cristal, em embalagens de conteúdo superior a 2 kg e inferior ou igual a 5 kg;17;PRODUTOS ALIMENTÍCIOS ;17011
615;17.105.02;1701.1;Açúcar cristal, em embalagens de conteúdo superior a 5 kg;17;PRODUTOS ALIMENTÍCIOS ;17011
620;17.107.00;1701.1;Outros tipos de açúcar, em embalagens de conteúdo inferior ou igual a 2  kg, exceto as embalagens contendo envelopes individualizados (sachês) de conteúdo inferior ou igual a 10 g;17;PRODUTOS ALIMENTÍCIOS ;17011
622;17.107.01;1701.1;Outros tipos de açúcar, em embalagens de conteúdo superior a 2 kg e inferior ou igual a 5 kg;17;PRODUTOS ALIMENTÍCIOS ;17011
624;17.107.02;1701.1;Outros tipos de açúcar, em embalagens de conteúdo superior a 5 kg;17;PRODUTOS ALIMENTÍCIOS ;17011
619;17.106.02;1701.91;Açúcar cristal adicionado de aromatizante ou de corante, em embalagens de conteúdo superior a 5 kg;17;PRODUTOS ALIMENTÍCIOS ;170191
608;17.104.00;1701.91.00;Açúcar  refinado  adicionado  de  aromatizante  ou  de  corante  em embalagens de conteúdo inferior ou igual a 2 kg, exceto as embalagens contendo envelopes individualizados (sachês) de conteúdo inferior ou igual a 10 g;17;PRODUTOS ALIMENTÍCIOS ;17019100
609;17.104.01;1701.91.00;Açúcar  refinado  adicionado  de  aromatizante  ou  de  corante  em embalagens de conteúdo inferior ou igual a 2 kg, exceto as embalagens contendo envelopes individualizados (sachês) de conteúdo inferior ou igual a 10 g;17;PRODUTOS ALIMENTÍCIOS ;17019100
610;17.104.02;1701.91.00;Açúcar refinado adicionado de aromatizante ou de corante em embalagens de conteúdo superior a 5 kg;17;PRODUTOS ALIMENTÍCIOS ;17019100
617;17.106.00;1701.91.00;Açúcar  cristal  adicionado  de  aromatizante  ou  de  corante,  em embalagens de conteúdo inferior ou igual a 2 kg, exceto as embalagens contendo envelopes individualizados (sachês) de conteúdo inferior ou igual a 10 g;17;PRODUTOS ALIMENTÍCIOS ;17019100
618;17.106.01;1701.91.00;Açúcar cristal adicionado de aromatizante ou de corante, em embalagens de conteúdo superior a 2 kg e inferior ou igual a 5 kg;17;PRODUTOS ALIMENTÍCIOS ;17019100
626;17.108.00;1701.91.00;Outros tipos de açúcar adicionado de aromatizante ou de corante, em embalagens de conteúdo inferior ou igual a 2 kg, exceto as embalagens contendo envelopes individualizados (sachês) de conteúdo inferior ou igual a 10 g ;17;PRODUTOS ALIMENTÍCIOS ;17019100
627;17.108.01;1701.91.00;Outros tipos de açúcar adicionado de aromatizante ou de corante, em embalagens de conteúdo superior a 2 kg e inferior ou igual a 5 kg;17;PRODUTOS ALIMENTÍCIOS ;17019100
628;17.108.02;1701.91.00;Outros tipos de açúcar adicionado de aromatizante ou de corante, em embalagens de conteúdo superior a 5 kg;17;PRODUTOS ALIMENTÍCIOS ;17019100
603;17.103.00;1701.99.00;Açúcar refinado, em embalagens de conteúdo inferior ou igual a 2 kg, exceto as embalagens contendo envelopes individualizados (sachês) de conteúdo inferior ou igual a 10 g;17;PRODUTOS ALIMENTÍCIOS ;17019900
605;17.103.01;1701.99.00;Açúcar refinado, em embalagens de conteúdo superior a 2 kg e inferior ou igual a 5 kg;17;PRODUTOS ALIMENTÍCIOS ;17019900
607;17.103.02;1701.99.00;Açúcar refinado, em embalagens de conteúdo superior a 5 kg;17;PRODUTOS ALIMENTÍCIOS ;17019900
612;17.105.00;1701.99.00;Açúcar cristal, em embalagens de conteúdo inferior ou igual a 2 kg, exceto as embalagens contendo envelopes individualizados (sachês) de conteúdo inferior ou igual a 10 g;17;PRODUTOS ALIMENTÍCIOS ;17019900
614;17.105.01;1701.99.00;Açúcar cristal, em embalagens de conteúdo superior a 2 kg e inferior ou igual a 5 kg;17;PRODUTOS ALIMENTÍCIOS ;17019900
616;17.105.02;1701.99.00;Açúcar cristal, em embalagens de conteúdo superior a 5 kg;17;PRODUTOS ALIMENTÍCIOS ;17019900
621;17.107.00;1701.99.00;Outros tipos de açúcar, em embalagens de conteúdo inferior ou igual a 2  kg, exceto as embalagens contendo envelopes individualizados (sachês) de conteúdo inferior ou igual a 10 g;17;PRODUTOS ALIMENTÍCIOS ;17019900
623;17.107.01;1701.99.00;Outros tipos de açúcar, em embalagens de conteúdo superior a 2 kg e inferior ou igual a 5 kg;17;PRODUTOS ALIMENTÍCIOS ;17019900
625;17.107.02;1701.99.00;Outros tipos de açúcar, em embalagens de conteúdo superior a 5 kg;17;PRODUTOS ALIMENTÍCIOS ;17019900
629;17.109.00;1702;Outros açúcares em embalagens de conteúdo inferior ou igual a 2 kg, exceto as embalagens contendo envelopes individualizados (sachês) de conteúdo inferior ou igual a 10 g;17;PRODUTOS ALIMENTÍCIOS ;1702
630;17.109.01;1702;Outros açúcares, em embalagens de conteúdo superior a 2 kg e inferior ou igual a 5 kg;17;PRODUTOS ALIMENTÍCIOS ;1702
631;17.109.02;1702;Outros açúcares, em embalagens de conteúdo superior a 5 kg;17;PRODUTOS ALIMENTÍCIOS ;1702
426;17.001.00;1704.90.10;Chocolate branco, em embalagens de conteúdo inferior ou igual a 1 kg;17;PRODUTOS ALIMENTÍCIOS ;17049010
434;17.007.00;1704.90.90;Bombons, inclusive à base de chocolate branco sem cacau;17;PRODUTOS ALIMENTÍCIOS ;17049090
508;17.047.00;1704.90.90;Barra de cereais;17;PRODUTOS ALIMENTÍCIOS ;17049090
892;23.002.00;1806;Preparados para fabricação de sorvete em máquina;23;SORVETES E PREPARADOS PARA FABRICAÇÃO DE SORVETES EM MÁQUINAS ;1806
427;17.002.00;1806.31.10;Chocolate branco, em embalagens de conteúdo inferior ou igual a 1 kg;17;PRODUTOS ALIMENTÍCIOS ;18063110
428;17.002.00;1806.31.20;Chocolate em barras, tabletes ou blocos ou no estado líquido, em pasta, em pó, grânulos ou formas semelhantes, em recipientes ou embalagens imediatas de conteúdo inferior ou igual a 2 kg;17;PRODUTOS ALIMENTÍCIOS ;18063120
511;17.048.00;1806.31.20;Barra de cereais contendo cacau;17;PRODUTOS ALIMENTÍCIOS ;18063120
429;17.003.00;1806.32.10;Chocolate em barras, tabletes ou blocos ou no estado líquido, em pasta, em pó, grânulos ou formas semelhantes, em recipientes ou embalagens imediatas de conteúdo inferior ou igual a 2 kg;17;PRODUTOS ALIMENTÍCIOS ;18063210
430;17.003.00;1806.32.20;Chocolate em barras, tabletes ou blocos ou no estado líquido, em pasta, em pó, grânulos ou formas semelhantes, em recipientes ou embalagens imediatas de conteúdo inferior ou igual a 2 kg;17;PRODUTOS ALIMENTÍCIOS ;18063220
512;17.048.00;1806.32.20;Barra de cereais contendo cacau;17;PRODUTOS ALIMENTÍCIOS ;18063220
431;17.004.00;1806.90.00;Chocolates  e  outras  preparações  alimentícias  contendo  cacau,  em embalagens  de  conteúdo  inferior  ou  igual  a  1  kg,  excluídos  os achocolatados em pó;17;PRODUTOS ALIMENTÍCIOS ;18069000
432;17.005.00;1806.90.00;Achocolatados em pó, em embalagens de conteúdo inferior ou igual a 1 kg;17;PRODUTOS ALIMENTÍCIOS ;18069000
433;17.006.00;1806.90.00;Caixas  de  bombons  contendo  cacau,  em  embalagens de conteúdo inferior ou igual a 1 kg;17;PRODUTOS ALIMENTÍCIOS ;18069000
435;17.008.00;1806.90.00;Bombons, balas, caramelos, confeitos, pastilhas e outros produtos de confeitaria, contendo cacau;17;PRODUTOS ALIMENTÍCIOS ;18069000
513;17.048.00;1806.90.00;Barra de cereais contendo cacau;17;PRODUTOS ALIMENTÍCIOS ;18069000
893;23.002.00;1901;Preparados para fabricação de sorvete em máquina;23;SORVETES E PREPARADOS PARA FABRICAÇÃO DE SORVETES EM MÁQUINAS ;1901
449;17.019.00;1901.10.10;Leite modificado para alimentação de crianças.;17;PRODUTOS ALIMENTÍCIOS ;19011010
448;17.018.00;1901.10.20;Farinha láctea;17;PRODUTOS ALIMENTÍCIOS ;19011020
450;17.020.00;1901.10.30;Preparações  para  alimentação  infantil  à  base  de  farinhas,  grumos, sêmolas ou amidos e outros;17;PRODUTOS ALIMENTÍCIOS ;19011030
451;17.020.00;1901.10.90;Preparações  para  alimentação  infantil  à  base  de  farinhas,  grumos, sêmolas ou amidos e outros;17;PRODUTOS ALIMENTÍCIOS ;19011090
517;17.051.00;1901.20.00;Misturas e preparações para bolos;17;PRODUTOS ALIMENTÍCIOS ;19012000
492;17.034.00;1901.90.20;Doces de leite;17;PRODUTOS ALIMENTÍCIOS ;19019020
518;17.051.00;1901.90.90;Misturas e preparações para bolos;17;PRODUTOS ALIMENTÍCIOS ;19019090
635;17.113.00;1901.90.90;Preparações em pó para cappuccino e similares, em embalagens de conteúdo inferior ou igual a 500 g;17;PRODUTOS ALIMENTÍCIOS ;19019090
520;17.053.00;1902;Massas  alimentícias,  cozidas  ou  recheadas  (de  carne  ou  de  outras substâncias)  ou  preparadas  de  outro  modo,  exceto  as  massas alimentícias tipo instantânea;17;PRODUTOS ALIMENTÍCIOS ;1902
522;17.054.00;1902.1;Massas alimentícias não cozidas, nem recheadas, nem preparadas de outro modo;17;PRODUTOS ALIMENTÍCIOS ;19021
519;17.052.00;1902.30.00;Massas alimentícias tipo instantânea;17;PRODUTOS ALIMENTÍCIOS ;19023000
521;17.053.01;1902.40.00;Cuscuz;17;PRODUTOS ALIMENTÍCIOS ;19024000
493;17.035.00;1904.10.00;Produtos à base de cereais, obtidos por expansão ou torrefação;17;PRODUTOS ALIMENTÍCIOS ;19041000
509;17.047.00;1904.20.00;Barra de cereais;17;PRODUTOS ALIMENTÍCIOS ;19042000
494;17.035.00;1904.90.00;Produtos à base de cereais, obtidos por expansão ou torrefação;17;PRODUTOS ALIMENTÍCIOS ;19049000
510;17.047.00;1904.90.00;Barra de cereais;17;PRODUTOS ALIMENTÍCIOS ;19049000
536;17.068.00;1905.10.00;Pão denominado knackebrot;17;PRODUTOS ALIMENTÍCIOS ;19051000
523;17.055.00;1905.20;Pães industrializados, inclusive de especiarias, exceto panetones e bolo de forma;17;PRODUTOS ALIMENTÍCIOS ;190520
525;17.057.00;1905.20.10;Panetones;17;PRODUTOS ALIMENTÍCIOS ;19052010
524;17.056.00;1905.20.90;Bolo de forma, inclusive de especiarias;17;PRODUTOS ALIMENTÍCIOS ;19052090
526;17.058.00;1905.31;Biscoitos e bolachas derivados de farinha de trigo; exceto dos tipos "cream cracker", "água e sal", "maisena", "maria" e outros de consumo popular,  não  adicionados  de  cacau,  nem  recheados,  cobertos  ou amanteigados, independentemente de sua denominação comercial ;17;PRODUTOS ALIMENTÍCIOS ;190531
527;17.059.00;1905.31;Biscoitos e bolachas não derivados de farinha de trigo; exceto dos tipos "cream  cracker",  "água  e  sal",  "maisena"  e  "maria"  e  outros  de consumo popular, não adicionados de cacau, nem recheados, cobertos ou amanteigados, independentemente de sua denominação comercial ;17;PRODUTOS ALIMENTÍCIOS ;190531
528;17.060.00;1905.31;Biscoitos e bolachas dos tipos "cream cracker", "água e sal", "maisena" e "maria" e outros de consumo popular, adicionados de edulcorantes e não adicionados de cacau, nem recheados, cobertos ou amanteigados, independentemente de sua denominação comercial ;17;PRODUTOS ALIMENTÍCIOS ;190531
530;17.062.00;1905.32;“Waffles” e “wafers” - sem cobertura;17;PRODUTOS ALIMENTÍCIOS ;190532
531;17.063.00;1905.32;“Waffles” e “wafers”- com cobertura;17;PRODUTOS ALIMENTÍCIOS ;190532
532;17.064.00;1905.40;Torradas, pão torrado e produtos semelhantes torrados;17;PRODUTOS ALIMENTÍCIOS ;190540
538;17.070.00;1905.90;Demais pães industrializados;17;PRODUTOS ALIMENTÍCIOS ;190590
533;17.065.00;1905.90.10;Outros pães de forma;17;PRODUTOS ALIMENTÍCIOS ;19059010
529;17.061.00;1905.90.20;Biscoitos e bolachas dos tipos "cream cracker", "água e sal", "maisena" e "maria" e outros de consumo popular, não adicionados de cacau, nem recheados,  cobertos  ou  amanteigados,  independentemente  de  sua denominação comercial;17;PRODUTOS ALIMENTÍCIOS ;19059020
534;17.066.00;1905.90.20;Outras bolachas, exceto casquinhas para sorvete;17;PRODUTOS ALIMENTÍCIOS ;19059020
495;17.036.00;1905.90.90;Salgadinhos diversos;17;PRODUTOS ALIMENTÍCIOS ;19059090
535;17.067.00;1905.90.90;Outros pães e bolos industrializados e produtos de panificação não especificados  anteriormente;  exceto  casquinhas  para  sorvete  e  pão francês de até 200 g;17;PRODUTOS ALIMENTÍCIOS ;19059090
537;17.069.00;1905.90.90;Pão francês de até 200 g;17;PRODUTOS ALIMENTÍCIOS ;19059090
584;17.094.00;2001;Produtos  hortícolas,  frutas  e  outras  partes  comestíveis  de  plantas, preparados  ou  conservados  em  vinagre  ou  em  ácido  acético,  em embalagens de conteúdo inferior ou igual a 1 kg;17;PRODUTOS ALIMENTÍCIOS ;2001
585;17.094.01;2001;Produtos  hortícolas,  frutas  e  outras  partes  comestíveis  de  plantas, preparados  ou  conservados  em  vinagre  ou  em  ácido  acético,  em embalagens de conteúdo superior a 1 kg;17;PRODUTOS ALIMENTÍCIOS ;2001
506;17.045.00;2002;Tomates preparados ou conservados, exceto em vinagre ou em ácido acético, em embalagens de conteúdo inferior ou igual a 1 kg;17;PRODUTOS ALIMENTÍCIOS ;2002
586;17.095.00;2004;Outros  produtos  hortícolas  preparados  ou  conservados,  exceto em vinagre ou em ácido acético, congelados, com exceção dos produtos da posição 20.06, em embalagens de conteúdo inferior ou igual a 1 kg;17;PRODUTOS ALIMENTÍCIOS ;2004
587;17.095.01;2004;Outros  produtos  hortícolas  preparados  ou  conservados,  exceto  em vinagre ou em ácido acético, congelados, com exceção dos produtos da posição 20.06, em embalagens de conteúdo superior a 1 kg ;17;PRODUTOS ALIMENTÍCIOS ;2004
588;17.096.00;2005;Outros  produtos  hortícolas  preparados  ou  conservados,  exceto  em vinagre  ou  em  ácido  acético,  não  congelados,  com  exceção  dos produtos da posição 20.06, excluídos batata, inhame e mandioca fritos, em embalagens de conteúdo inferior ou igual a 1 kg;17;PRODUTOS ALIMENTÍCIOS ;2005
589;17.096.01;2005;Outros  produtos  hortícolas  preparados  ou  conservados,  exceto  em vinagre  ou  em  ácido  acético,  não  congelados,  com  exceção  dos produtos da posição 20.06, excluídos batata, inhame e mandioca fritos, em embalagens de conteúdo superior a 1 kg;17;PRODUTOS ALIMENTÍCIOS ;2005
496;17.037.00;2005.20.00;Batata frita, inhame e mandioca fritos;17;PRODUTOS ALIMENTÍCIOS ;20052000
497;17.037.00;2005.9;Batata frita, inhame e mandioca fritos;17;PRODUTOS ALIMENTÍCIOS ;20059
590;17.097.00;2006.00.00;Produtos hortícolas, frutas, cascas de frutas e outras partes de plantas, conservados   com   açúcar   (passados  por  calda,  glaceados  ou cristalizados), em embalagens de conteúdo inferior ou igual a 1 kg;17;PRODUTOS ALIMENTÍCIOS ;20060000
591;17.097.01;2006.00.00;Produtos hortícolas, frutas, cascas de frutas e outras partes de plantas, conservados   com   açúcar   (passados   por   calda,   glaceados   ou cristalizados), em embalagens de conteúdo superior a 1 kg;17;PRODUTOS ALIMENTÍCIOS ;20060000
592;17.098.00;2007;Doces, geléias, “marmelades”, purês e pastas de frutas, obtidos por cozimento, com ou sem adição de açúcar ou de outros edulcorantes, em  embalagens  de  conteúdo  inferior  ou  igual  a  1  kg,  exceto  as embalagens individuais de conteúdo inferior ou igual a 10 g;17;PRODUTOS ALIMENTÍCIOS ;2007
593;17.098.01;2007;Doces, geléias, “marmelades”, purês e pastas de frutas, obtidos por cozimento, com ou sem adição de açúcar ou de outros edulcorantes, em embalagens de conteúdo superior a 1 kg;17;PRODUTOS ALIMENTÍCIOS ;2007
594;17.099.00;2008;Frutas  e  outras  partes  comestíveis  de  plantas,  preparadas  ou conservadas de outro modo, com ou sem adição de açúcar ou de outros edulcorantes ou de álcool, não especificadas nem compreendidas em outras posições, excluídos os amendoins e castanhas tipo aperitivo, da posição 2008.1, em embalagens de conteúdo inferior ou igual a 1 kg;17;PRODUTOS ALIMENTÍCIOS ;2008
595;17.099.01;2008;Frutas  e  outras  partes  comestíveis  de  plantas,  preparadas  ou conservadas de outro modo, com ou sem adição de açúcar ou de outros edulcorantes ou de álcool, não especificadas nem compreendidas em outras posições, excluídos os amendoins e castanhas tipo aperitivo, da posição 2008.1, em embalagens superior a 1 kg ;17;PRODUTOS ALIMENTÍCIOS ;2008
498;17.038.00;2008.1;Amendoim e  castanhas  tipo  aperitivo,  em embalagem de  conteúdo inferior ou igual a 1 kg;17;PRODUTOS ALIMENTÍCIOS ;20081
632;17.110.00;2008.19.00;Milho para pipoca (micro-ondas);17;PRODUTOS ALIMENTÍCIOS ;20081900
440;17.012.00;2009;Sucos de frutas ou de produtos hortícolas; mistura de sucos;17;PRODUTOS ALIMENTÍCIOS ;2009
441;17.013.00;2009.8;Água de coco;17;PRODUTOS ALIMENTÍCIOS ;20098
633;17.111.00;2101.1;Extratos, essências e concentrados de café e preparações à base destes extratos, essências ou concentrados ou à base de café, em embalagens de conteúdo inferior ou igual a 500 g, exceto as preparações indicadas no item 112.0 ;17;PRODUTOS ALIMENTÍCIOS ;21011
636;17.113.00;2101.11.90;Preparações em pó para cappuccino e similares, em embalagens de conteúdo inferior ou igual a 500 g;17;PRODUTOS ALIMENTÍCIOS ;21011190
637;17.113.00;2101.12.00;Preparações em pó para cappuccino e similares, em embalagens de conteúdo inferior ou igual a 500 g;17;PRODUTOS ALIMENTÍCIOS ;21011200
436;17.009.00;2101.20;Bebidas prontas à base de mate ou chá;17;PRODUTOS ALIMENTÍCIOS ;210120
634;17.112.00;2101.20;Extratos, essências e concentrados de chá ou de mate e preparações à base destes extratos, essências ou concentrados ou à base de chá ou de mate, em embalagens de conteúdo inferior ou igual a 500 g, exceto as bebidas prontas à base de mate ou chá ;17;PRODUTOS ALIMENTÍCIOS ;210120
502;17.041.00;2103.10.10;Molhos  de  soja  preparados  em  embalagens  imediatas  de  conteúdo inferior ou igual a 650 g, exceto as embalagens contendo envelopes individualizados (saches) de conteúdo inferior ou igual a 10 g;17;PRODUTOS ALIMENTÍCIOS ;21031010
499;17.039.00;2103.20.10;Catchup em embalagens imediatas de conteúdo inferior ou igual a 650 g, exceto as embalagens contendo envelopes individualizados (sachês) de conteúdo inferior ou igual a 10 g;17;PRODUTOS ALIMENTÍCIOS ;21032010
507;17.046.00;2103.20.10;Molhos de tomate em embalagens imediatas de conteúdo inferior ou igual a 1 kg;17;PRODUTOS ALIMENTÍCIOS ;21032010
503;17.042.00;2103.30.10;Farinha de mostarda em embalagens de conteúdo inferior ou igual a 1 kg;17;PRODUTOS ALIMENTÍCIOS ;21033010
504;17.043.00;2103.30.21;Mostarda preparada em embalagens imediatas de conteúdo inferior ou igual   a   650   g,   exceto   as   embalagens   contendo   envelopes individualizados (sachês) de conteúdo inferior ou igual a 10 g;17;PRODUTOS ALIMENTÍCIOS ;21033021
505;17.044.00;2103.90.11;Maionese em embalagens imediatas de conteúdo inferior ou igual a 650  g,  exceto  as  embalagens  contendo  envelopes  individualizados (sachês) de conteúdo inferior ou igual a 10 g;17;PRODUTOS ALIMENTÍCIOS ;21039011
500;17.040.00;2103.90.21;Condimentos e temperos compostos, incluindo molho de pimenta e outros molhos, em embalagens imediatas de conteúdo inferior ou igual a 1 kg, exceto as  embalagens contendo envelopes individualizados (sachês) de conteúdo inferior ou igual a 3 g ;17;PRODUTOS ALIMENTÍCIOS ;21039021
501;17.040.00;2103.90.91;Condimentos e temperos compostos, incluindo molho de pimenta e outros molhos, em embalagens imediatas de conteúdo inferior ou igual a 1 kg, exceto as  embalagens contendo envelopes individualizados (sachês) de conteúdo inferior ou igual a 3 g ;17;PRODUTOS ALIMENTÍCIOS ;21039091
891;23.001.00;2105.00;Sorvetes de qualquer espécie;23;SORVETES E PREPARADOS PARA FABRICAÇÃO DE SORVETES EM MÁQUINAS ;210500
894;23.002.00;2106;Preparados para fabricação de sorvete em máquina;23;SORVETES E PREPARADOS PARA FABRICAÇÃO DE SORVETES EM MÁQUINAS ;2106
205;03.011.00;2106.90;Bebidas hidroeletrolíticas (isotônicas);03;CERVEJAS, CHOPES, REFRIGERANTES, ÁGUAS E OUTRAS BEBIDAS ;210690
203;03.009.00;2106.90.10;Xarope ou extrato concentrado destinados ao preparo de refrigerante em máquina "pré-mix"ou "post-mix";03;CERVEJAS, CHOPES, REFRIGERANTES, ÁGUAS E OUTRAS BEBIDAS ;21069010
599;17.101.00;2106.90.90;Chá, mesmo aromatizado;17;PRODUTOS ALIMENTÍCIOS ;21069090
194;03.001.00;2201;Água mineral, gasosa ou não, ou potável, naturais, em garrafa de vidro,retornável ou não, com capacidade de até 500 ml;03;CERVEJAS, CHOPES, REFRIGERANTES, ÁGUAS E OUTRAS BEBIDAS ;2201
195;03.002.00;2201;Água mineral, gasosa ou não, ou potável, naturais, em embalagem com capacidade igual ou superior a 5.000 ml;03;CERVEJAS, CHOPES, REFRIGERANTES, ÁGUAS E OUTRAS BEBIDAS ;2201
196;03.003.00;2201;Água mineral, gasosa ou não, ou potável, naturais, em embalagem de vidro, não retornável, com capacidade de até 300 ml;03;CERVEJAS, CHOPES, REFRIGERANTES, ÁGUAS E OUTRAS BEBIDAS ;2201
197;03.004.00;2201;Água mineral, gasosa ou não, ou potável, naturais, em garrafa plástica de 1.500 ml;03;CERVEJAS, CHOPES, REFRIGERANTES, ÁGUAS E OUTRAS BEBIDAS ;2201
198;03.005.00;2201;Água mineral, gasosa ou não, ou potável, naturais, em copos plásticos e embalagem plástica com capacidade de até 500 ml;03;CERVEJAS, CHOPES, REFRIGERANTES, ÁGUAS E OUTRAS BEBIDAS ;2201
199;03.006.00;2201;Outras águas minerais, gasosa ou não, ou potável, naturais, inclusive gaseificada ou aromatizada artificialmente;03;CERVEJAS, CHOPES, REFRIGERANTES, ÁGUAS E OUTRAS BEBIDAS ;2201
200;03.006.00;2202;Outras águas minerais, gasosa ou não, ou potável, naturais, inclusive gaseificada ou aromatizada artificialmente;03;CERVEJAS, CHOPES, REFRIGERANTES, ÁGUAS E OUTRAS BEBIDAS ;2202
201;03.007.00;2202;Refrigerante em garrafa com capacidade igual ou superior a 600 ml;03;CERVEJAS, CHOPES, REFRIGERANTES, ÁGUAS E OUTRAS BEBIDAS ;2202
202;03.008.00;2202;Demais refrigerantes;03;CERVEJAS, CHOPES, REFRIGERANTES, ÁGUAS E OUTRAS BEBIDAS ;2202
438;17.010.00;2202.10.00;Refrescos e outras bebidas não alcoólicas, exceto os refrigerantes e as demais bebidas de que trata o Anexo IV;17;PRODUTOS ALIMENTÍCIOS ;22021000
444;17.016.00;2202.10.00;Refrescos e outras bebidas prontas para beber à base de chá e mate;17;PRODUTOS ALIMENTÍCIOS ;22021000
204;03.010.00;2202.90.00;Bebidas energéticas;03;CERVEJAS, CHOPES, REFRIGERANTES, ÁGUAS E OUTRAS BEBIDAS ;22029000
207;03.013.00;2202.90.00;Cerveja sem álcool;03;CERVEJAS, CHOPES, REFRIGERANTES, ÁGUAS E OUTRAS BEBIDAS ;22029000
437;17.009.00;2202.90.00;Bebidas prontas à base de mate ou chá;17;PRODUTOS ALIMENTÍCIOS ;22029000
439;17.011.00;2202.90.00;Bebidas prontas à base de café;17;PRODUTOS ALIMENTÍCIOS ;22029000
442;17.014.00;2202.90.00;Néctares de frutas e outras bebidas não alcoólicas prontas para beber, exceto isotônicos e energéticos;17;PRODUTOS ALIMENTÍCIOS ;22029000
443;17.015.00;2202.90.00;Bebidas alimentares prontas à base de soja, leite ou cacau, inclusive os produtos denominados bebidas lácteas;17;PRODUTOS ALIMENTÍCIOS ;22029000
206;03.012.00;2203.00.00;Cerveja;03;CERVEJAS, CHOPES, REFRIGERANTES, ÁGUAS E OUTRAS BEBIDAS ;22030000
208;03.014.00;2203.00.00;Chope;03;CERVEJAS, CHOPES, REFRIGERANTES, ÁGUAS E OUTRAS BEBIDAS ;22030000
188;02.024.00;2204;Vinhos e similares;02;BEBIDAS ALCOÓLICAS, EXCETO CERVEJA E CHOPE ;2204
189;02.025.00;2204;Outras bebidas alcoólicas não especificadas nos itens anteriores;02;BEBIDAS ALCOÓLICAS, EXCETO CERVEJA E CHOPE ;2204
156;02.001.00;2205;Aperitivos, amargos, bitter e similares;02;BEBIDAS ALCOÓLICAS, EXCETO CERVEJA E CHOPE ;2205
162;02.005.00;2205;Catuaba e similares;02;BEBIDAS ALCOÓLICAS, EXCETO CERVEJA E CHOPE ;2205
169;02.009.00;2205;Jurubeba e similares;02;BEBIDAS ALCOÓLICAS, EXCETO CERVEJA E CHOPE ;2205
179;02.017.00;2205;Vermute e similares;02;BEBIDAS ALCOÓLICAS, EXCETO CERVEJA E CHOPE ;2205
190;02.025.00;2205;Outras bebidas alcoólicas não especificadas nos itens anteriores;02;BEBIDAS ALCOÓLICAS, EXCETO CERVEJA E CHOPE ;2205
191;02.025.00;2206;Outras bebidas alcoólicas não especificadas nos itens anteriores;02;BEBIDAS ALCOÓLICAS, EXCETO CERVEJA E CHOPE ;2206
184;02.022.00;2206.00.10;Sidra e similares;02;BEBIDAS ALCOÓLICAS, EXCETO CERVEJA E CHOPE ;22060010
163;02.005.00;2206.00.90;Catuaba e similares;02;BEBIDAS ALCOÓLICAS, EXCETO CERVEJA E CHOPE ;22060090
166;02.007.00;2206.00.90;Cooler;02;BEBIDAS ALCOÓLICAS, EXCETO CERVEJA E CHOPE ;22060090
170;02.009.00;2206.00.90;Jurubeba e similares;02;BEBIDAS ALCOÓLICAS, EXCETO CERVEJA E CHOPE ;22060090
175;02.013.00;2206.00.90;Saque;02;BEBIDAS ALCOÓLICAS, EXCETO CERVEJA E CHOPE ;22060090
185;02.023.00;2206.00.90;Sangrias e coquetéis;02;BEBIDAS ALCOÓLICAS, EXCETO CERVEJA E CHOPE ;22060090
186;02.023.00;2206.00.90;Sangrias e coquetéis;02;BEBIDAS ALCOÓLICAS, EXCETO CERVEJA E CHOPE ;22060090
187;02.023.00;2206.00.90;Sangrias e coquetéis;02;BEBIDAS ALCOÓLICAS, EXCETO CERVEJA E CHOPE ;22060090
192;02.025.00;2207;Outras bebidas alcoólicas não especificadas nos itens anteriores;02;BEBIDAS ALCOÓLICAS, EXCETO CERVEJA E CHOPE ;2207
362;11.010.00;2207;Álcool etílico para limpeza;11;MATERIAIS DE LIMPEZA ;2207
212;06.001.00;2207.10;Álcool etílico não desnaturado, com um teor alcoólico em volume igual ou superior a 80% vol (álcool etílico anidro combustível e álcool etílico hidratado combustível);06;COMBUSTÍVEIS E LUBRIFICANTES ;220710
160;02.004.00;2207.20;Cachaça e aguardentes;02;BEBIDAS ALCOÓLICAS, EXCETO CERVEJA E CHOPE ;220720
193;02.025.00;2208;Outras bebidas alcoólicas não especificadas nos itens anteriores;02;BEBIDAS ALCOÓLICAS, EXCETO CERVEJA E CHOPE ;2208
165;02.006.00;2208.20.00;Conhaque, brandy e similares;02;BEBIDAS ALCOÓLICAS, EXCETO CERVEJA E CHOPE ;22082000
173;02.011.00;2208.20.00;Pisco;02;BEBIDAS ALCOÓLICAS, EXCETO CERVEJA E CHOPE ;22082000
183;02.021.00;2208.20.00;Aguardente vínica / grappa;02;BEBIDAS ALCOÓLICAS, EXCETO CERVEJA E CHOPE ;22082000
178;02.016.00;2208.30;Uísque;02;BEBIDAS ALCOÓLICAS, EXCETO CERVEJA E CHOPE ;220830
161;02.004.00;2208.40.00;Cachaça e aguardentes;02;BEBIDAS ALCOÓLICAS, EXCETO CERVEJA E CHOPE ;22084000
174;02.012.00;2208.40.00;Rum;02;BEBIDAS ALCOÓLICAS, EXCETO CERVEJA E CHOPE ;22084000
