1| ASTRA                | ASTRA S.A INDUSTRIA E COMERCIO                | CORREIA                                                      |50949528001070| 407.185.445.16  | (11)4527-6688              | O MESMO         | AV.MARGINAL VIA ANHANGUERA S/N KM62           |0|                       | JUNDIAI              |3525904| JUNDIAI              | SP |13211090| ASTRA@ASTRA-SA.COM.BR          |                 |      
103| CIMENTO VOTORANTIM   | CIMENTO VOTORANTIM                            |                                                              |1637895012815|78407999| 21 3125-9449 3125-9449     |                 | RUA FRANCISCO DE SOUZA E MELO                 |1596|                       | CORDOVIL             |3304557| RIO DE JANEIRO       | RJ |21010410|                                | BRASIL          |1111
104| MERIDIONAL           | MERIDIONAL INDUSTRIA DE TUBOS LTDA            | FINANCEIRO 19 3241-5052                                      |4972235000104|513442580116| 19 3874-7140               | 19 3241-5052    | AV CONSTANTE PAVAN                            |4244| BETEL                 | PAULINIA             |3536505| PAULINIA             | SP |13140000|                                | BRASIL          |1111
105| MG 2                 | COMERCIO DE SOLDAS E ABRASIVOS LTDA           |                                                              |12361443000197|79,148,148| 021 2561 2001              |                 | RUA PROJETADA B                               |15| CASA 03 FUNDOS        | CAMPOS ELISIOS       |3301702| DUQUE DE CAXIAS      | RJ |25255117|                                |                 |      
106| CERAMICA ART.GISELI  | CERAMICA ARTISTICA GISELI                     | 21 3396-8185 8103-8262 8830-8185 SERGIO                      |79664314000220|254635385| 48 2101-1856               | 48 2101-1856    | ROD SC 446 KM 33 S/N                          |0|                       | SAO SIMAO            |4204608| CRICIUMA             | SC |88811400| sergioalmeida@HOTMAIL.COM      |                 |      
107| PINUS                | PINUS                                         |                                                              |0|                 |                            |                 | R                                             |0|                       | R                    |3301702| DUQUE DE CAXIAS      | RJ |25000000|                                |                 |      
109| ETERNIT              | ETERNIT S/A                                   | RODRIGO CONTAS A PAGAR                                       |61092037005574|84593869| 21 3369-9600 33699611      | 21 3106-9040    | AV.BRASIL C/ESTRADA SUPLE PELA                |22346| GUADALUPE             | GUADALUPE            |3304557| RIO DE JANEIRO       | RJ |21660010|                                | BRASIL          |1111
110| FABRIPORTAS          | FABRIPORTAS-FABRICA DE PORTAS                 |                                                              |2975414000161| 90176799-85     | 042 3553-1414              |                 | AV ANGELO LODI                                |288| CENTRO                | IBITURUNA            |1500107| ABAETETUBA           | PA |84640000| contato@fabriportas.com.br     |                 |      
111| FERPLA               | FERPLA-COM.E IND. DE FERRO E PLAST LTDA       |                                                              |28288744000172|82579672| 021 2751-7342              |                 | R ANTONIO GARCIA                              |0| LOTE 36 E 39 QD C     | JARDIM GARCIA        |3301702| DUQUE DE CAXIAS      | RJ |25000000|                                |                 |      
112| EMBRAMACO            | EMBRAMACO EMP.BRAS.DE MATS.P/CONSTR.LTDA      | MAFRA RIO PAULO 21 7840-0607 21 2413-7346 RAHNS 7858-5495    |56883820000177|615000498110| 19 3545-8550               | 19 3545-8550    | AV 15                                         |124|                       | SAO JOAQUIM          |3546702| SANTA GERTRUDES      | SP |13510970| mafrariorepresentantes@ig.com. | brasil          |1111
113| TELHA DE FIBRA       | TELHA DE FIBRA                                |                                                              |0|                 |                            |                 | R                                             |0|                       | R                    |3304557| RIO DE JANEIRO       | RJ |25000000|                                |                 |      
114| TELHA ONDULINE       | ONDULINE DO BRASIL LTDA                       |                                                              |1163538000503|10235670006| 0800 0 245 260             |                 | BR 040 KM775                                  |0|                       | DISTRITO INDUS II    |3136702| JUIZ DE FORA         | MG |36092005| www.onduline.com.br            |                 |      
115| ARS STOK             | ARS STOK COMERCIO DE FERRAGENS                |                                                              |12107466000170|79088218| 021 2308-7005              |                 | ESTRADA RIO-SAO PAULO                         |272| LJA                   | CAMPO GRANDE         |3304557| RIO DE JANEIRO       | RJ |24116300|                                |                 |      
116| SITE WEB             | PROGRAMAS WEB                                 | ROBERTO ID 81*14951  DENNVER ID 83*833                       |0|                 | 021 8253-5735              |                 | R                                             |0|                       | R                    |3304557| RIO DE JANEIRO       | RJ |25000000| www.programasweb.com.br        |                 |      
117| TOKIO                | TOKIO MARINE SEGURADORA S.A                   |                                                              |0|                 |                            |                 | R                                             |0|                       | N                    |3304557| RIO DE JANEIRO       | RJ |25000000|                                |                 |      
118| JORGE CONDUITE       | JORGE CONDUITE                                |                                                              |0|                 |                            |                 | R                                             |0|                       | R                    |2500000| DUQUE DE CAXIAS      | RJ |20000000|                                |                 |      
119| IBMF INDUSTRIA       | IBMF INDUSTRIA DE MATERIAIS P/CONSTRU€AO LTDA |                                                              |85325868000114|252478738| 048 3658-9700              |                 | RUA AVERINO FORTUNATO COAN                    |576| RIO BONITO            | BRACO DO NORTE       |4202800| BRACO DO NORTE       | SC |88750000|                                |                 |      
121| UNIMED               | UNIMED COOPERATIVA DE TRABALHO MEDICO LTDA    | VENDAS 021 2667-2060                                         |0|                 | 021 3759-8200              |                 | RUA PROFESSORA VENINA CORREA TORRES           |230| 1 ANDAR               | NOVA IGUA€U          |3303500| NOVA IGUACU          | RJ |26221200|                                |                 |      
122| HDL TRANSPORTE       | HDL TRANPORTE                                 |                                                              |0|                 |                            |                 | R                                             |0|                       | R                    |3304557| RIO DE JANEIRO       | RJ |10000000|                                |                 |      
123| MOTOR                | MOTOR                                         |                                                              |0|                 |                            |                 | R                                             |0| R                     | R                    |3301702| DUQUE DE CAXIAS      | RJ |25000000|                                |                 |      
124| JOAO                 | JOAO                                          |                                                              |0|                 |                            |                 | R                                             |0|                       | R                    |3301702| DUQUE DE CAXIAS      | RJ |20000000|                                |                 |      
125| PEDRA                | PEDRA                                         |                                                              |0|                 |                            |                 | R                                             |0| R                     | R                    |3301702| DUQUE DE CAXIAS      | RJ |20000000|                                |                 |      
126| JOSMAGRA e TALENTOS  | BANHEIRA JOSMAGRA E TALENTOS                  | MARTINS 55 21 7824-5544 21 NEXTEL 55 21 7824-5544 R 32*15524 |0|                 | 021 3555-8258              |                 | R                                             |0|                       | R                    |3304557| RIO DE JANEIRO       | RJ |20000000| martinsperes@terra.com.br      |                 |      
127| CERAMICA DELTA       | DELTA INDUSTRIA CERAMICA S/A                  | MAURICIO                                                     |47595863000465|587247569114| 019 3522-3700              |                 | RODOVIA RIO CLARO KM 7,1                      |1| PIRACICABA            | DISTRITO ASSISTENCIA |3538709| PIRACICABA           | SP |13509000|                                |                 |      
128| DURALEVI             | DURALEVI IND E COM LTDA ME                    |                                                              |814578000181|81761138| 027 3038-9329              |                 | RUA SAO LUIZ                                  |1| S/N                   | JD CAMPO GRANDE      |3201308| CARIACICA            | ES |29145330|                                |                 |      
129| CONFIBRA             | CONFIBRA MAT.DE CONST. LTDA                   |                                                              |10436304000150|78622466| 021 2778-1912              |                 | AV CONSTANCIA NøS/N LT 09 QD 23               |0|                       | TAQUARA              |3301702| DUQUE DE CAXIAS      | RJ |25270392|                                |                 |      
130| CORAL 2              | AKZO NOBEL LTDA-DEP.RIO DE JANEIRO            | EVANDRO                                                      |60561719009341|78,668,164| 021 2474-2873              |                 | RUA HERCULANO PINHEIRO                        |1105| BL A                  | PAVUNA               |3304557| RIO DE JANEIRO       | RJ |21532440| BOLETOS 0800 55 7123           | BRASIL          |1111
131| FRITUBOS             | FRITUBOS                                      | VENDEDOR JORGE ANTONIO DOS REIS 21 9762-8045                 |0|                 |225411500|                 | RUA HERMANN JOSEFF WUST S/N                   |0|                       | NOVA FRIBURGO        |3303401| NOVA FRIBURGO        | RJ |28635010|                                | BRASIL          |1111
132| VIAPOL LTDA          | VIAPOL LTDA                                   |                                                              |0|                 |32213026|                 | ROD. VITO ARDITO                              |0|                       | CACAPAVA             |3304557| RIO DE JANEIRO       | RJ |25000000|                                |                 |      
133| CERAMICA RAMOS       | CERAMICA RAMOS                                |                                                              |0|                 | (19)35569100               |                 | Estrada Municipal Carneiro Fior               |0|                       | Barro Preto          |1200000| CORDEIROPOLIS        | SP |13490970|                                |                 |      
134| BRASTURINVEST        | BRASTURINVEST INV TURISTICOS                  |                                                              |0|                 |                            |                 | AV ATLANTICA                                  |0|                       | COPACABANA           |2000000| RJ                   | RJ |25000000|                                |                 |      
135| MM GABINETES         | MM GABINETES                                  |                                                              |0|                 | (017)32951615              |                 | AV.FRANCISCO RUY,623                          |0|                       | JD SAO JOSE          |2400000| MONTE APRAZIVEL      | SP |15150000|                                |                 |      
136| ROSMOLD IND.COM.MOLD | ROSMOLD                                       |                                                              |0|                 |24158057|                 | AV BRASIL N44889 CAMPO GRANDE                 |0|                       | CAMPO GRANDE         |2000000| RJ                   | RJ |25000000|                                |                 |      
137| MEXICHEM BRASIL      | MEXICHEM BRASIL                               | BOLETOS 0800 701 8770                                        |0|                 | (47)34617087               |                 | RUA LUIZ DELFINO N870                         |0|                       | GLORIA               |2000000| RJ                   | SC |89216120|                                | BRASIL          |1111
138| MPS IND.METALURGICA  | MPS IND. METALURGICA                          | OSVALDO                                                      |0|                 | 017 3275-9700              |                 | RUA JOSE FERREIRA LEAL N260                   |0|                       | MONTE APRAZIVEL  -SP |2000000| SP                   | SP |15150000|                                | BRASIL          |1111
139| INCOPISOS            | INCOPISOS                                     | DORNELAS 8505-3320 125*70273 7739-0655                       |0|                 | 19  35458660               |                 | ESTR.MUNICIPAL STA GERTRUDES A TRACEMAPOLIS   |0|                       | STA GERTRUDES        |2000000| SP                   | SP |13510000|                                | BRASIL          |0
140| METASUL              | METASSUL                                      | 48 3658-9700 BRUNA (FINANCEIRO)                              |0|                 | 48 3658-9700 BRUNA         |                 | R                                             |0|                       | R                    |3304557| RIO DE JANEIRO       | RJ |25000000|                                | BRASIL          |1111
141| DIZIN                | DIZIN COM. E REPRESENTA€AO S/A                |                                                              |0|                 |                            |                 | R                                             |0|                       | R                    |3304557| RIO DE JANEIRO       | RJ |25000000|                                |                 |      
142| MSET                 | MSET INDUSTRIA E COMERCIO DE TINTAS LTDA      |                                                              |10303908000219|79163864| 021 3604-8681              | 021 3604-8681   | RUA MAXIMIANO 15                              |0| FONSECA               | FONSECA              |3303302| NITEROI              | RJ |24120000|                                |                 |      
143| FERRAGENS NEGRAO COM | FERRAGENS NEGRAO COM LTDA-RJ                  | SANDRA AUGUSTO                                               |76639285002110|79109940|4121098000|                 | RODOVIA PRESIDENTE DUTRA, S/N,KM305           |0|                       | CABRAL               |3304201| RESENDE              | RJ |27535000|                                | BRASIL          |1058
144| POLIART              | POLIART IND.E COMERCIO DE PLASTICO LTDA EPP   |                                                              |0|                 | 011 4049-4422              |                 | RUA POACA 156                                 |0| JD YAMBERE            | DIADEMA              |3513801| DIADEMA              | SP |9970300|                                |                 |      
145| SUL AMERICA SEGUROS  | SUL AMERICA SEGUROS                           |                                                              |0|                 |                            |                 | R                                             |0|                       | N                    |3301702| DUQUE DE CAXIAS      | RJ |25000000|                                |                 |      
146| MEXICHEM             | MEXICHEM BR IND TRANFORMA€AO PLASTICA LTDA    |                                                              |58514928003351|671084071112| 047 3461-7000              | 047 3461-7087   | AV DA AMIZADE 1700                            |0|                       | VILA CARLOTA         |3552403| SUMARE               | SP |13175490|                                |                 |      
147| MEXICHEM PLASTUBOS   | MEXICHEM PLASTUBOS IND E TRANSF.PLASTICA LTDA |                                                              |1230897000706|255934017| 031 3638-5566              | 031 3638-5566   | RODOVIA BR 101                                |0| S/N KM 75             | ITAPOCU              |4300877| ARARICA              | SC |89245000|                                |                 |      
148| CERAMICA RENASCER    | CERAMICA RENASCER DE CONCHAS                  |                                                              |10599259000154|271082688111| 014 3849-1303              |                 | SITIO SAO CARLOS S/N                          |0|                       | BAIRRO DOS AFLITOS   |3550308| SAO PAULO            | SP |18570000|                                |                 |      
149| AA XAVIER DA SILVA   | AA XAVIER DA SILVA CERAMICA                   |                                                              |28902385000100|77548300| 022 2741-9813              | 022 2741-9813   | ESTRADA CAZUMBA S/N                           |0|                       | SAO JOAO DA BARRA    |3305000| SAO JOAO DA BARRA    | RJ |28225000|                                |                 |      
150| CARVIUNA             | CARVIUNA BARRA DO PIRAI MOVEIS E COM. LTDA    |                                                              |5270543000142|77469990|                            |                 | ESTRADA DA FAZENDA UNIAO 56 DE FATIMA         |0|                       | BARRA DO PIRAI       |3304003| PIRAI                | RJ |27165000|                                | BRASIL          |1111
151| PRE MOLDADOS         | PRE MOLDADOS VASSOURAS IND.E COM. LTDA        |                                                              |11464331000107|78958790| 024 2471-7647              | 021 2471-7647   | RODOVIA BR 393 LUCIO VIEIRA S/N               |0|                       | SANTA AMALIA         |3306206| VASSOURAS            | RJ |27700000|                                |                 |      
152| GABITEC              | GABITEC INDUSTRIA E COMERCIO DE MOVEIS LTDA   | EVERTON 7891-2294/87*39863                                   |9457864000101|28212990115| 012 3143-5995              | 021 3143-5995   | AVENIDA GOV.JANIO QUADROS 1001                |0|                       | VILA SAO JOAO        |3513405| CRUZEIRO             | SP |12720000|                                | BRASIL          |12
153| CIMENTO MIZU         | MIZU S/A                                      |                                                              |1797671004266|78510463| 021 3292-5792              |                 | ESTRADA DO PEDREGOSO                          |3412|                       | CAMPO GRANDE         |3304557| RIO DE JANEIRO       | RJ |23078450|                                | BRASIL          |1111
154| LAMIVEL COMPENSADOS  | LAMIVEL COMPENSADOS LTDA                      |                                                              |12118905000140|905295808| 042 3624-2666              |                 | RUA MIGUEL LOSSO                              |1327| INDUSTRIAL            | GUARAPUAVA           |1503101| GURUPA               | PA |85053170|                                |                 |      
155| FORROVEL MADEIRAS    | FORROVEL MADEIRAS LTDA                        |                                                              |1324718000104|9015308157| 042 3624-2666              |                 | RUA VARZEA GRANDE 428 CX POSTAL 3546          |0| INDUSTRIA GUARATU     | INDUSTRIA GUARATU    |1503101| GURUPA               | PA |85045520|                                |                 |      
156| CHURRASQUEIRA        | CHURRASQUEIRA                                 |                                                              |0|                 |                            |                 | R                                             |0|                       | N                    |3301702| DUQUE DE CAXIAS      | RJ |25000000|                                |                 |      
157| AFORT                | JODART DISTRIBUIDORA LTDA EPP                 |                                                              |9362007000128|82521743| 021 3205-6700              |                 | RUA 6 QUADRA 14E                              |0| S/N                   | GALPAO 1             |5220504| SERRANOPOLIS         | ES |29168065|                                |                 |      
158| MANGA                | MANGA                                         |                                                              |0|                 |                            |                 | R                                             |0|                       | R                    |3301702| DUQUE DE CAXIAS      | RJ |25000000|                                |                 |      
159| CURSO DA FERNANDA    | CURSO DA FERNANDA                             |                                                              |0|                 |                            |                 | R                                             |0|                       | R                    |3301702| DUQUE DE CAXIAS      | RJ |20000000|                                |                 |      
160| BRASTURINVEST        | BRATURINVEST TURISMO                          |                                                              |0|                 |                            |                 | R                                             |0|                       | R                    |3301702| DUQUE DE CAXIAS      | RJ |20000000|                                |                 |      
161| LEROY MERLIN VISA    | LEROY MERLIN VISA INTER                       |                                                              |0|                 |                            |                 | R                                             |0|                       | B                    |3301702| DUQUE DE CAXIAS      | RJ |25000000|                                |                 |      
162| KIT RIO CORTINAS     | KIT RIO COMERCIO DE MAT.E ACESS.P/CORTINAS    |                                                              |0|                 | 021 2401-1766              |                 | AV BRASIL 29836 LOTE 01 PAL 42973             |0|                       | REALENGO             |3304557| RIO DE JANEIRO       | RJ |21725000|                                |                 |      
163| CERAMICA XAVIER      | AA XAVIER DA SILVA CERAMICA                   |                                                              |0|                 | 22 2741-9813               |                 | ESTRADA CAZUMBA S/N                           |0|                       | CAZUMBA              |3305000| SAO JOAO DA BARRA    | RJ |28225000|                                |                 |      
164| CARTAO ITAU          | CARTAO ITAU                                   |                                                              |0|                 |                            |                 | R                                             |0|                       | R                    |3301702| DUQUE DE CAXIAS      | RJ |25000000|                                |                 |      
165| CARTAO CAIXA         | CARTAO CAIXA                                  |                                                              |0|                 |                            |                 | R                                             |0|                       | R                    |3301702| DUQUE DE CAXIAS      | RJ |25000000|                                |                 |      
166| PAULO A€OUGUE        | PAULO A€OUGUE                                 |                                                              |0|                 |                            |                 | RUA DA FEIRA                                  |0|                       | NOVA CAMPINAS        |3301702| DUQUE DE CAXIAS      | RJ |25000000|                                |                 |      
167| ARAFORROS            | ARAFORROS IND.E COM.DE PERFILADOS LTDA        |                                                              |321975000111|240861620| 82 3521-9900               |                 | ROD.AL 110                                    |0|                       | ARAPIRACA            |2700300| ARAPIRACA            | AL |57303225|                                |                 |      
168| LORENZETTI           | LORENZETTI S.A IND.BRASILEIRA ELETROMETALURGI | FERNANDO DE MORAES                                           |61413282000143|100682431117| 11 2065-7200               |                 | AV.PRESIDENTE WILSON                          |1230| MOOCA                 | MOOCA                |3550308| SAO PAULO            | SP |3107901|                                | BRASIL          |1111
169| PROFAX               | PROFAX                                        |                                                              |58029661000120|407112030111| 11 4585-2400               | 11 4585-2416    | AV JOAO ANTONIO MECCATI 1001                  |0| JD PLANALTO           | JUNDIAI              |3525904| JUNDIAI              | SP |13211223| profax@profax.com.br           |                 |      
170| J.L.BUENO IND.COM.   | J.L.BUENO IND.COM.LTDA                        |                                                              |5757183000108|77584528| 21 2626-1403               | 21 2626-1403    | ESTRADA BENTO PESTANA 966                     |0|                       | BALDEADOR            |3303302| NITEROI              | RJ |24140150|                                |                 |      
171| SAINT AGROFERRAGEM   | SAINT AGROFERRAGEM LTDA                       |                                                              |0|                 |                            |                 | R                                             |0|                       | R                    |3301702| DUQUE DE CAXIAS      | RJ |25000000|                                |                 |      
172| OURO FINO            | OURO FINO INDUSTRIA E COMERCIO LTDA           | SERGIO 9892-5587 3416-1799 7737-2214 ID 91*98675             |0|                 |                            |                 | R                                             |0|                       | R                    |3301702| DUQUE DE CAXIAS      | RJ |20000000|                                | BRASIL          |1111
173| PICKUP ELZO          | SILMARA BERRIEL FELIX                         |                                                              |0|                 |                            |                 | AV JOSE MARIANO PASSOS                        |1555| CASA                  | BELFORD ROXO         |3300456| BELFORD ROXO         | RJ |26130570|                                |                 |      
174| PESSOAL/ELZO         | PESSOAL/ELZO                                  |                                                              |0|                 |                            |                 | R                                             |0|                       | R                    |3301702| DUQUE DE CAXIAS      | RJ |25000000|                                |                 |      
175| JGX IND. E COM. DE P | JGX IND. E COM. DE PRODUTOS QUIMICOS          | EDUARDO 21 8157-6248 VETEX 21 2623-1046                      |12226638000124|79125466|2126231046| 21 3623-1553    | RUA DA IGUALDADE, LOTE QUADRA 04              |79|                       | CHACRINHAS VALE DO S |3301900| ITABORAI             | RJ |24800000|                                | BRASIL          |1058
176| CERAMICA IRMAOS      | CERAMICA IRMAOS SOUZA E SOBRINHO LTDA         |                                                              |36573319000153|84378429| 21 2731-4946               | 21 2731-4946    | ESTRADA LARGO DO GARCIA S/N                   |0|                       | SAO SABASTIAO        |3301009| CAMPOS DOS GOYTACAZE | RJ |28110000|                                |                 |      
177| OLICAR PLASTICOS     | OLICAR IND.COM.DE PLASTICO LTDA               |                                                              |53392957000197|244,233,094,117| 19 3709-7777               | 19 3709-7777    | RUA FLAVIO TELLES                             |313| SANTA GENEBRA         | SANTA GENEBRA        |3509502| CAMPINAS             | SP |13080291|                                |                 |      
178| CORDEIRO FIOS        | CORDEIRO FIOS E CABOS ELETRICOS LTDA          |                                                              |71796478000118|305029844117| 11 4674-7400               | 11 4674-7400    | RUA IIJIMA                                    |0| VILA STO ANTONIO      | FERRAZ DE VASCONCELO |3515707| FERRAZ DE VASCONCELO | SP |25000000|                                |                 |      
179| TRIFIXI              | TRIFIXI INDUSTRIA E COMERCIO LTDA             |                                                              |849179000131|84771752| 21 3773-7389               | 21 3773-7389    | RUA DR GETULIO DE MOURA                       |101|                       | NOVA IGUA€U          |3301702| DUQUE DE CAXIAS      | RJ |26281350| buchastrifixi@terra.com.br     |                 |      
180| CARRO SIENA          | CARRO SIENA                                   |                                                              |0|                 |                            |                 | R                                             |0|                       | R                    |3301702| DUQUE DE CAXIAS      | RJ |20000000|                                |                 |      
181| UNIFORME TPA         | UNIFORME TPA                                  |                                                              |0|                 |                            |                 | R                                             |0|                       | B                    |3301702| DUQUE DE CAXIAS      | RJ |25000000|                                | BRASIL          |555
182| DAC SO PE€AS         | DAC SO PE€AS ACES.DE MOVEIS E FERRAGENS LTDA  |                                                              |5955567000135|77633839| 21 3278-5282 3278-5281     | 21 3278-5282    | RUA VINTE E QUATRO DE MAIO                    |394| LOJA A                | RIACHUELO            |3304557| RIO DE JANEIRO       | RJ |20950090|                                | BRASIL          |1
183| GPS                  | GPS                                           |                                                              |0|                 |                            |                 | R                                             |0|                       | R                    |3301702| DUQUE DE CAXIAS      | RJ |20000000|                                |1|1
184| FERRAGENS 3F         | FERRAGENS 3F DO BRASIL LTDA                   | RODRIGO 21 7826-9287                                         |0|                 | 22 2525-0030               |                 | AVENIDA GOV.ROBERTO SILVEIRA                  |5110|                       | CONS.PAULINO         |3303401| NOVA FRIBURGO        | RJ |28635000|                                |0|0
185| HAGA SA              | HAGA SA INDUSTRIA E COMERCIO                  |                                                              |30540991000166|80846142| 22 2525-8000               |                 | AV ENGENHEIRO HANS GAISER                     |26| CENTRO                | NOVA FRIBURGO        |3303401| NOVA FRIBURGO        | RJ |28605220|                                |0|0
186| FERRAGENS HAGA       | HAGA SA INDUSTRIA E COMERCIO                  |                                                              |30540991000166|80846142| 22 2525-8000               | 22 2525-8000    | AV ENGENHEIRO HANS GAISER                     |26| CENTRO                | NOVA FRIBURGO        |3303401| NOVA FRIBURGO        | RJ |28605220|                                |                 |      
187| FERTEX               | FERTEX COMERCIO DE FERRO E MATERIAIS LTDA     | 21 3156-8544 (FINANCEIRO)                                    |11717335000141|79009954| 21 3317-7188               |                 | ESTRADA DO PIAI,                              |3124| LOJA                  | SEPETIBA             |3304557| RIO DE JANEIRO       | RJ |23530610|                                | BRASIL          |1111
188| SILVA TELA           | SILVA TELA COMERCIAL LTDA-EPP                 |                                                              |0|                 |                            |                 | R                                             |0|                       | R                    |3300159| APERIBE              | RJ |25000000|                                |1|1111
20000| AFORT                | JODART PLASTICO INDUSTRIA E COMERCIO LTDA EPP |                                                              |9497854000108|82532028| 27 3205-6700               |                 | RUA 6 QUADRA 14E S/N                          |0|                       | SERRA                |5220504| SERRANOPOLIS         | ES |29168065|                                | BRASIL          |111
20001| CERAMICA TRIUNFO     | RUY R.DA ROCHA PROD.CERAM.LTDA FILIAL         |                                                              |0|                 | 19 3556-9300 3533-5161     | 19 3556-9300    | ESTRADA MUNICIPAL CORDER KM 1                 |0| SANTA GERTRUDES       | BARREIRINHO          |3512407| CORDEIROPOLIS        | SP |13490970| www.rochaforte.com.br          | brasil          |1111
20002| FLC                  | PROLIGHT COM.IMP.DE MAT.ELET. LTDA            |                                                              |6863247000118|77769293| 21 3881-5877               | 21 3881-5877    | RUA AFONSO RIBEIRO                            |394| PENHA                 | PENHA                |3304557| RIO DE JANEIRO       | RJ |21021000|                                | BRASIL          |1111
20003| NEWMAQ               | MEWMAQ ELETRODOMESTICO LTDA                   |                                                              |5382997000105|417158194118| 19 2113-7213               | 21 2113-7213    | ALT KM 120 DEP. LAERCIO COR                   |0|                       | BARRA VERDE          |3526902| LIMEIRA              | SP |13480970|                                | BRASIL,         |1111
20004| DURATEX              | DURATEX S.A                                   | 11 31797733 / 31797471 ARIANA 7175/CAROL/7161 RAMON          |97837181002271|92003531| 0800 120133                | 11 30882144     | AVENIDA ANTONIO FREDERICO OZANAM 11900        |0|                       | DISTRITO INDUSTRIAL  |3525904| JUNDIAI              | SP |13213030|                                | BRASIL          |1111
20005| CERAMICA R.J NUNES   | CERAMICA R.J.NUNES LTDA                       |                                                              |0|                 |                            |                 | R                                             |0|                       | R                    |3301504| CORDEIRO             | RJ |25000000|                                | BRASIL          |1111
20007| BELACER              | BELACER                                       | BARRETO 7847-8712 81*77435 9676-6810                         |0|                 |                            |                 | R                                             |0|                       | R                    |3301702| DUQUE DE CAXIAS      | RJ |25000000|                                | BRASIL          |1111
20008| ITC PLASTICOS        | ITC PLASTICOS                                 |                                                              |0|                 |                            |                 | R                                             |0|                       | R                    |3301702| DUQUE DE CAXIAS      | RJ |25000000|                                | BRASIL          |1111
20009| PE€A/CAMINHAO        | PE€A CAMINHAO                                 |                                                              |0|                 |                            |                 | R                                             |0|                       | R                    |3301702| DUQUE DE CAXIAS      | RJ |25000000|                                | BRASIL          |1111
20010| ARCELORMITTAL        | ARCELOR MITTAL DO BRASIL                      |                                                              |17469701004164|76013403| 21 2797-2999               | 21 2797-2999    | RODOVIA PRESIDENTE DUTRA 10501                |0|                       | ROCHA SOBRINHO       |3302858| MESQUITA             | RJ |25000000|                                | BRASIL          |1111
20011| DEBORA BETORET       | DEBORA BETORET SOUZA ME                       |                                                              |10412217000162|581144572111| 11 4824-7754               | 11 4824-7754    | ESTRADA DO SAPOPEMBA                          |6901| SITIO PARAISO         | RIBEIRAO PIRES       |3543303| RIBEIRAO PIRES       | SP |9436000|                                | BRASIL          |1111
20012| THERMOSYSTEM         | THERMOSYSTEM INDUSTRIA ELETRO ELETRONICA LRDA |                                                              |81778920000137|251953580| 48 3621-0500               | 21 3621-0500    | RUA ANTONIO DELPIZZO JR 2103                  |0| OFICINAS              | TUBARAO              |4218707| TUBARAO              | SC |88702270|                                | BRASIL          |1111
20013| CRISTOFOLETTI        | CERAMICA CRISTOFOLETTI LTDA                   | ANDREIA 21 7829-8826 RADIO 24*44036                          |48173223000187|587035989119| 19 3522-2800               | 21 3522-2800    | ACESSO VIA WOSHINGHTON LUIZ KM 180            |0| BATOVI                | RIO CLARO            |3543907| RIO CLARO            | SP |13504800|                                | BRASIL          |1111
20014| PASTILHA DE VIDRO    | CERRI COMERCIO IMPORTA€AO E EXPORTA€AO LTDA   |                                                              |228045000118|587113508118| 19 3523-3848               | 19 3523-3848    | RUA 28 2831                                   |0|                       | RIO CLARO            |3543907| RIO CLARO            | SP |13503103| stones@tropicalstones.com.br   | BRASIL          |1111
20015| RELOGIO DE PONTO     | TEC SERVICE P.DIGITAL E ACESSO LTDA           | 21 7553-0193 JULIO                                           |9645477000107|78531207| 21 2223-0428               | 21 2223-0428    | RUA LEANDRO MATIAS,10 4øANDAR CENTRO          |0|                       | CENTRO               |3304557| RIO DE JANEIRO       | RJ |20070080|                                | BRASIL          |1111
20016| FIBRAMAIS            | FIBRAMAIS COMPAC.DO BRASIL LTDA ME            | GUSTAVO 27 9816-6605 25 8162-3736                            |11603369000105|82702586| 27 3386-2828               | 27 3386-2828    | RUA NOVA VALVERDE QUADRA A4 12                |0|                       | NOVA VALVERDE        |3301702| DUQUE DE CAXIAS      | RJ |29151885|                                | BR              |1111
20017| CERAMICA OLHOS DAGUA | CERAMICA OLHOS D'AGUA LTDA ME                 |                                                              |1340549000279|78790458|                            |                 | RUA UM 4' DISTRITO 85                         |0|                       | PO€O GORDO           |3301009| CAMPOS DOS GOYTACAZE | RJ |28110000|                                | BRASIL          |1111
20018| PISO/CACO            | PISO/CACO                                     |                                                              |0|                 |                            |                 | R                                             |0|                       | R                    |3301702| DUQUE DE CAXIAS      | RJ |25000000|                                | BRASIL          |1111
20019| AGROFERRAGEM         | AGROFERRAGEM DISTRIBUIDORA                    |                                                              |0|                 | 11 4656-8597 4656-8599     |                 | AV CORONEL BERTOLDO 1453                      |0|                       | CENTRO               |3546801| SANTA ISABEL         | SP |7500000|                                | BRASIL          |1111
20020| LOCY DISTRIBUIDORA   | LOCY DISTRIBUIDORA LTDA ME                    | wsoftwol.com.br                                              |11100026000128|78835826|                            |                 | RUA JOAO SILVARES                             |0| VILA IARA             | SAO GON€ALO          |3304904| SAO GONCALO          | RJ |26063074|                                | brasil          |1111
20021| DIME DISTRIBUIDORA   | DIME DISTRIBUIDORA COM. IMPORT. E EXPORT. LTD |                                                              |4286673000100|77141995|2135412400| 21 3541-2400    | AVENIDA DE SANTA CRUZ                         |10245|                       | SANTISSIMO           |3304557| RIO DE JANEIRO       | RJ |23010175|                                | BRASIL          |1058
